date,month,channel,region,category,device,revenue_usd,profit_usd,orders,sessions,marketing_spend_usd,conversion_rate,aov_usd,cac_usd,roas,gross_margin_pct
2025-01-01,2025-01,Email,Cuyo,Sports,Desktop,82.84,27.21,1,16,0.7138117635612182,0.0625,82.84,0.7138117635612182,116.05300476796562,0.3284645098985997
2025-01-01,2025-01,Email,Cuyo,Sports,Mobile,79.66,16.96,1,16,0.7138117635612182,0.0625,79.66,0.7138117635612182,111.59804876649132,0.21290484559377357
2025-01-01,2025-01,Email,Cuyo,Supermarket,Tablet,32.47,11.59,1,16,0.7138117635612182,0.0625,32.47,0.7138117635612182,45.48818282008502,0.3569448721897136
2025-01-01,2025-01,Email,NEA,Beauty,Mobile,78.11,21.439999999999998,2,33,1.4276235271224365,0.06060606060606061,39.055,0.7138117635612182,54.71330397408133,0.274484701062604
2025-01-01,2025-01,Email,NEA,Home & Deco,Desktop,101.22,29.88,1,16,0.7138117635612182,0.0625,101.22,0.7138117635612182,141.80209008466295,0.2951985773562537
2025-01-01,2025-01,Email,NEA,Supermarket,Mobile,36.22,13.73,1,16,0.7138117635612182,0.0625,36.22,0.7138117635612182,50.74166867088018,0.3790723357261182
2025-01-01,2025-01,Email,NOA,Electronics,Desktop,141.17,56.73,1,16,0.7138117635612182,0.0625,141.17,0.7138117635612182,197.76922601513405,0.40185591839625984
2025-01-01,2025-01,Email,NOA,Supermarket,Mobile,70.88,24.759999999999998,2,33,1.4276235271224365,0.06060606060606061,35.44,0.7138117635612182,49.64894361391479,0.3493227990970655
2025-01-01,2025-01,Email,NOA,Supermarket,Tablet,45.42,12.49,1,16,0.7138117635612182,0.0625,45.42,0.7138117635612182,63.630220624830976,0.27498899163364154
2025-01-01,2025-01,Email,Patagonia,Beauty,Desktop,25.21,6.05,1,16,0.7138117635612182,0.0625,25.21,0.7138117635612182,35.31743421294559,0.23998413328044424
2025-01-01,2025-01,Email,Patagonia,Beauty,Mobile,36.9,11.4,1,16,0.7138117635612182,0.0625,36.9,0.7138117635612182,51.69430077182437,0.3089430894308943
2025-01-01,2025-01,Email,Patagonia,Electronics,Desktop,279.35,107.99000000000001,2,33,1.4276235271224365,0.06060606060606061,139.675,0.7138117635612182,195.67483632261707,0.3865759799534634
2025-01-01,2025-01,Email,Patagonia,Electronics,Mobile,116.84,31.0,1,16,0.7138117635612182,0.0625,116.84,0.7138117635612182,163.68460981517507,0.26532009585758304
2025-01-01,2025-01,Organic Search,Buenos Aires,Beauty,Desktop,39.88,7.98,1,23,0.0,0.043478260869565216,39.88,0.0,,0.2001003009027081
2025-01-01,2025-01,Organic Search,Buenos Aires,Beauty,Mobile,72.5,26.21,2,46,0.0,0.043478260869565216,36.25,0.0,,0.36151724137931035
2025-01-01,2025-01,Organic Search,Buenos Aires,Electronics,Desktop,221.82,76.02000000000001,2,46,0.0,0.043478260869565216,110.91,0.0,,0.3427103056532324
2025-01-01,2025-01,Organic Search,Buenos Aires,Electronics,Mobile,711.81,215.15,5,116,0.0,0.04310344827586207,142.362,0.0,,0.30225762492800046
2025-01-01,2025-01,Organic Search,Buenos Aires,Fashion,Desktop,103.0,30.529999999999998,2,46,0.0,0.043478260869565216,51.5,0.0,,0.29640776699029125
2025-01-01,2025-01,Organic Search,Buenos Aires,Fashion,Mobile,94.78,28.87,2,46,0.0,0.043478260869565216,47.39,0.0,,0.3046001266089892
2025-01-01,2025-01,Organic Search,Buenos Aires,Home & Deco,Desktop,80.69,17.81,1,23,0.0,0.043478260869565216,80.69,0.0,,0.2207212789688933
2025-01-01,2025-01,Organic Search,Buenos Aires,Home & Deco,Mobile,172.94,68.86,2,46,0.0,0.043478260869565216,86.47,0.0,,0.3981727766855557
2025-01-01,2025-01,Organic Search,Buenos Aires,Sports,Mobile,67.54,15.66,1,23,0.0,0.043478260869565216,67.54,0.0,,0.23186259994077582
2025-01-01,2025-01,Organic Search,Buenos Aires,Supermarket,Desktop,120.33,28.66,3,70,0.0,0.04285714285714286,40.11,0.0,,0.23817834289038478
2025-01-01,2025-01,Organic Search,Buenos Aires,Supermarket,Mobile,76.74000000000001,17.68,2,46,0.0,0.043478260869565216,38.370000000000005,0.0,,0.23038832421162364
2025-01-01,2025-01,Organic Search,Buenos Aires,Supermarket,Tablet,31.35,7.93,1,23,0.0,0.043478260869565216,31.35,0.0,,0.2529505582137161
2025-01-01,2025-01,Organic Search,Centro,Electronics,Mobile,384.47,139.25,3,70,0.0,0.04285714285714286,128.15666666666667,0.0,,0.36218690665071396
2025-01-01,2025-01,Organic Search,Centro,Fashion,Desktop,58.1,20.25,1,23,0.0,0.043478260869565216,58.1,0.0,,0.34853700516351116
2025-01-01,2025-01,Organic Search,Centro,Fashion,Mobile,118.21000000000001,22.04,2,46,0.0,0.043478260869565216,59.105000000000004,0.0,,0.18644784705185685
2025-01-01,2025-01,Organic Search,Centro,Home & Deco,Mobile,80.66,26.32,1,23,0.0,0.043478260869565216,80.66,0.0,,0.3263079593354823
2025-01-01,2025-01,Organic Search,Centro,Sports,Mobile,41.64,10.39,1,23,0.0,0.043478260869565216,41.64,0.0,,0.2495196926032661
2025-01-01,2025-01,Organic Search,Centro,Supermarket,Desktop,27.55,11.51,1,23,0.0,0.043478260869565216,27.55,0.0,,0.4177858439201452
2025-01-01,2025-01,Organic Search,Centro,Supermarket,Mobile,38.23,9.81,1,23,0.0,0.043478260869565216,38.23,0.0,,0.2566047606591682
2025-01-01,2025-01,Organic Search,Cuyo,Beauty,Desktop,49.51,11.02,1,23,0.0,0.043478260869565216,49.51,0.0,,0.2225812967077358
2025-01-01,2025-01,Organic Search,Cuyo,Beauty,Mobile,32.58,12.37,1,23,0.0,0.043478260869565216,32.58,0.0,,0.3796807857581338
2025-01-01,2025-01,Organic Search,Cuyo,Beauty,Tablet,20.96,5.13,1,23,0.0,0.043478260869565216,20.96,0.0,,0.24475190839694655
2025-01-01,2025-01,Organic Search,Cuyo,Electronics,Desktop,87.63,35.02,1,23,0.0,0.043478260869565216,87.63,0.0,,0.39963482825516383
2025-01-01,2025-01,Organic Search,Cuyo,Electronics,Mobile,569.71,164.59,5,116,0.0,0.04310344827586207,113.94200000000001,0.0,,0.28890137087290024
2025-01-01,2025-01,Organic Search,Cuyo,Fashion,Mobile,56.34,19.23,1,23,0.0,0.043478260869565216,56.34,0.0,,0.34132055378061765
2025-01-01,2025-01,Organic Search,Cuyo,Home & Deco,Mobile,344.81,112.52,4,93,0.0,0.043010752688172046,86.2025,0.0,,0.3263246425567704
2025-01-01,2025-01,Organic Search,Cuyo,Home & Deco,Tablet,63.19,19.78,1,23,0.0,0.043478260869565216,63.19,0.0,,0.31302421269188163
2025-01-01,2025-01,Organic Search,Cuyo,Sports,Mobile,51.29,16.9,1,23,0.0,0.043478260869565216,51.29,0.0,,0.3294989276662117
2025-01-01,2025-01,Organic Search,Cuyo,Supermarket,Mobile,34.98,11.01,1,23,0.0,0.043478260869565216,34.98,0.0,,0.3147512864493997
2025-01-01,2025-01,Organic Search,NEA,Electronics,Mobile,149.07,59.91,1,23,0.0,0.043478260869565216,149.07,0.0,,0.4018917287180519
2025-01-01,2025-01,Organic Search,NEA,Fashion,Mobile,45.31,13.14,1,23,0.0,0.043478260869565216,45.31,0.0,,0.29000220701831825
2025-01-01,2025-01,Organic Search,NEA,Home & Deco,Desktop,61.56,22.82,1,23,0.0,0.043478260869565216,61.56,0.0,,0.37069525666016895
2025-01-01,2025-01,Organic Search,NEA,Home & Deco,Mobile,78.7,18.65,1,23,0.0,0.043478260869565216,78.7,0.0,,0.23697585768742055
2025-01-01,2025-01,Organic Search,NOA,Beauty,Mobile,83.57,23.53,2,46,0.0,0.043478260869565216,41.785,0.0,,0.2815603685533086
2025-01-01,2025-01,Organic Search,NOA,Electronics,Desktop,116.51,24.28,1,23,0.0,0.043478260869565216,116.51,0.0,,0.20839412925929104
2025-01-01,2025-01,Organic Search,NOA,Fashion,Desktop,52.87,13.55,1,23,0.0,0.043478260869565216,52.87,0.0,,0.25628901078116134
2025-01-01,2025-01,Organic Search,NOA,Home & Deco,Mobile,152.07999999999998,41.79,2,46,0.0,0.043478260869565216,76.03999999999999,0.0,,0.2747895844292478
2025-01-01,2025-01,Organic Search,Patagonia,Electronics,Mobile,217.92000000000002,61.66,2,46,0.0,0.043478260869565216,108.96000000000001,0.0,,0.2829478707782672
2025-01-01,2025-01,Organic Search,Patagonia,Fashion,Mobile,49.77,9.26,1,23,0.0,0.043478260869565216,49.77,0.0,,0.18605585694193288
2025-01-01,2025-01,Organic Search,Patagonia,Home & Deco,Desktop,70.27,25.37,1,23,0.0,0.043478260869565216,70.27,0.0,,0.36103600398463076
2025-01-01,2025-01,Organic Search,Patagonia,Sports,Desktop,73.8,23.02,1,23,0.0,0.043478260869565216,73.8,0.0,,0.3119241192411924
2025-01-01,2025-01,Organic Search,Patagonia,Sports,Tablet,84.25,22.69,1,23,0.0,0.043478260869565216,84.25,0.0,,0.26931750741839766
2025-01-01,2025-01,Organic Search,Patagonia,Supermarket,Mobile,28.39,5.35,1,23,0.0,0.043478260869565216,28.39,0.0,,0.18844663613948573
2025-01-01,2025-01,Paid Search,Buenos Aires,Beauty,Mobile,30.96,6.61,1,22,14.70857234345337,0.045454545454545456,30.96,14.70857234345337,2.1048949739693783,0.21350129198966408
2025-01-01,2025-01,Paid Search,Buenos Aires,Electronics,Desktop,144.74,44.91,1,22,14.70857234345337,0.045454545454545456,144.74,14.70857234345337,9.840519978434362,0.31028050297084425
2025-01-01,2025-01,Paid Search,Buenos Aires,Electronics,Mobile,901.4,257.59000000000003,7,157,102.9600064041736,0.044585987261146494,128.77142857142857,14.70857234345337,8.754855710298992,0.2857665853117373
2025-01-01,2025-01,Paid Search,Buenos Aires,Fashion,Desktop,71.45,14.87,1,22,14.70857234345337,0.045454545454545456,71.45,14.70857234345337,4.857711430559176,0.2081175647305808
2025-01-01,2025-01,Paid Search,Buenos Aires,Fashion,Mobile,243.56,75.05,4,90,58.83428937381348,0.044444444444444446,60.89,14.70857234345337,4.139762757267294,0.30813762522581706
2025-01-01,2025-01,Paid Search,Buenos Aires,Fashion,Tablet,28.46,6.76,1,22,14.70857234345337,0.045454545454545456,28.46,14.70857234345337,1.9349260645726263,0.2375263527758257
2025-01-01,2025-01,Paid Search,Buenos Aires,Home & Deco,Mobile,152.79000000000002,51.599999999999994,2,45,29.41714468690674,0.044444444444444446,76.39500000000001,14.70857234345337,5.193909933345952,0.3377184370704888
2025-01-01,2025-01,Paid Search,Buenos Aires,Sports,Mobile,133.93,50.739999999999995,2,45,29.41714468690674,0.044444444444444446,66.965,14.70857234345337,4.552787207101402,0.37885462555066074
2025-01-01,2025-01,Paid Search,Buenos Aires,Supermarket,Desktop,53.34,12.01,1,22,14.70857234345337,0.045454545454545456,53.34,14.70857234345337,3.6264566508891036,0.2251593550806149
2025-01-01,2025-01,Paid Search,Buenos Aires,Supermarket,Mobile,86.2,24.98,3,67,44.125717030360114,0.04477611940298507,28.733333333333334,14.70857234345337,1.9535093320000043,0.2897911832946636
2025-01-01,2025-01,Paid Search,Centro,Beauty,Desktop,30.41,6.11,1,22,14.70857234345337,0.045454545454545456,30.41,14.70857234345337,2.067501813902093,0.2009207497533706
2025-01-01,2025-01,Paid Search,Centro,Beauty,Mobile,39.61,7.56,1,22,14.70857234345337,0.045454545454545456,39.61,14.70857234345337,2.6929874004821404,0.19086089371370865
2025-01-01,2025-01,Paid Search,Centro,Fashion,Desktop,102.52,28.85,2,45,29.41714468690674,0.044444444444444446,51.26,14.70857234345337,3.485042518271005,0.2814085056574327
2025-01-01,2025-01,Paid Search,Centro,Home & Deco,Mobile,141.31,57.95,2,45,29.41714468690674,0.044444444444444446,70.655,14.70857234345337,4.8036613173710085,0.4100912886561461
2025-01-01,2025-01,Paid Search,Centro,Home & Deco,Tablet,62.51,23.83,1,22,14.70857234345337,0.045454545454545456,62.51,14.70857234345337,4.24990261055639,0.3812190049592065
2025-01-01,2025-01,Paid Search,Centro,Sports,Mobile,80.58,25.18,1,22,14.70857234345337,0.045454545454545456,80.58,14.70857234345337,5.478437887676114,0.31248448746587243
2025-01-01,2025-01,Paid Search,Centro,Supermarket,Desktop,36.27,7.84,1,22,14.70857234345337,0.045454545454545456,36.27,14.70857234345337,2.46590893752808,0.21615660325337743
2025-01-01,2025-01,Paid Search,Centro,Supermarket,Mobile,126.37,41.370000000000005,3,67,44.125717030360114,0.04477611940298507,42.123333333333335,14.70857234345337,2.8638628107290085,0.32737200284877743
2025-01-01,2025-01,Paid Search,Cuyo,Electronics,Mobile,306.78,76.29,3,67,44.125717030360114,0.04477611940298507,102.25999999999999,14.70857234345337,6.952408269964748,0.24867983571288876
2025-01-01,2025-01,Paid Search,Cuyo,Fashion,Mobile,44.46,14.47,1,22,14.70857234345337,0.045454545454545456,44.46,14.70857234345337,3.02272708471184,0.3254610886189834
2025-01-01,2025-01,Paid Search,NEA,Beauty,Mobile,86.31,22.52,2,45,29.41714468690674,0.044444444444444446,43.155,14.70857234345337,2.934003314006735,0.2609199397520565
2025-01-01,2025-01,Paid Search,NEA,Electronics,Mobile,393.27,117.80000000000001,3,67,44.125717030360114,0.04477611940298507,131.09,14.70857234345337,8.912489733128094,0.2995397564014545
2025-01-01,2025-01,Paid Search,NEA,Fashion,Mobile,67.64,24.67,1,22,14.70857234345337,0.045454545454545456,67.64,14.70857234345337,4.598678812638526,0.3647250147841514
2025-01-01,2025-01,Paid Search,NEA,Sports,Mobile,51.09,18.72,1,22,14.70857234345337,0.045454545454545456,51.09,14.70857234345337,3.4734846324320268,0.36641221374045796
2025-01-01,2025-01,Paid Search,NEA,Sports,Tablet,64.03,14.31,1,22,14.70857234345337,0.045454545454545456,64.03,14.70857234345337,4.353243707469615,0.22348898953615493
2025-01-01,2025-01,Paid Search,NOA,Home & Deco,Mobile,82.85,33.88,1,22,14.70857234345337,0.045454545454545456,82.85,14.70857234345337,5.632769657408365,0.40893180446590227
2025-01-01,2025-01,Paid Search,NOA,Sports,Desktop,58.15,19.03,1,22,14.70857234345337,0.045454545454545456,58.15,14.70857234345337,3.9534768325684544,0.3272570937231299
2025-01-01,2025-01,Paid Search,NOA,Sports,Mobile,67.24,16.11,1,22,14.70857234345337,0.045454545454545456,67.24,14.70857234345337,4.571483787135045,0.23958953004164188
2025-01-01,2025-01,Paid Search,NOA,Supermarket,Mobile,31.1,9.27,1,22,14.70857234345337,0.045454545454545456,31.1,14.70857234345337,2.1144132328955965,0.2980707395498392
2025-01-01,2025-01,Paid Search,Patagonia,Beauty,Mobile,24.33,9.91,1,22,14.70857234345337,0.045454545454545456,24.33,14.70857234345337,1.6541374262491915,0.40731607069461573
2025-01-01,2025-01,Paid Search,Patagonia,Electronics,Mobile,425.78999999999996,141.08,3,67,44.125717030360114,0.04477611940298507,141.92999999999998,14.70857234345337,9.64947492427241,0.3313370440827639
2025-01-01,2025-01,Paid Search,Patagonia,Fashion,Mobile,50.64,13.35,1,22,14.70857234345337,0.045454545454545456,50.64,14.70857234345337,3.442890228740611,0.2636255924170616
2025-01-01,2025-01,Paid Social,Buenos Aires,Beauty,Mobile,47.48,9.52,1,39,26.923460542521696,0.02564102564102564,47.48,26.923460542521696,1.7635177292685773,0.2005054759898905
2025-01-01,2025-01,Paid Social,Buenos Aires,Electronics,Desktop,135.55,33.26,1,39,26.923460542521696,0.02564102564102564,135.55,26.923460542521696,5.034642548491063,0.2453707119144227
2025-01-01,2025-01,Paid Social,Buenos Aires,Electronics,Mobile,219.20999999999998,73.55000000000001,2,78,53.84692108504339,0.02564102564102564,109.60499999999999,26.923460542521696,4.070984850810497,0.3355230144610192
2025-01-01,2025-01,Paid Social,Buenos Aires,Home & Deco,Desktop,126.74000000000001,40.870000000000005,2,78,53.84692108504339,0.02564102564102564,63.370000000000005,26.923460542521696,2.353709319792539,0.3224712008836989
2025-01-01,2025-01,Paid Social,Buenos Aires,Supermarket,Desktop,33.25,10.7,1,39,26.923460542521696,0.02564102564102564,33.25,26.923460542521696,1.2349824030787742,0.3218045112781955
2025-01-01,2025-01,Paid Social,Buenos Aires,Supermarket,Mobile,36.47,6.88,1,39,26.923460542521696,0.02564102564102564,36.47,26.923460542521696,1.3545806989558764,0.18864820400329038
2025-01-01,2025-01,Paid Social,Centro,Beauty,Mobile,37.35,8.32,1,39,26.923460542521696,0.02564102564102564,37.35,26.923460542521696,1.387265947518563,0.22275769745649263
2025-01-01,2025-01,Paid Social,Centro,Electronics,Mobile,206.05,65.38,2,78,53.84692108504339,0.02564102564102564,103.025,26.923460542521696,3.826588333148593,0.3173016258189759
2025-01-01,2025-01,Paid Social,Centro,Fashion,Mobile,129.2,44.72,2,78,53.84692108504339,0.02564102564102564,64.6,26.923460542521696,2.3993943831244753,0.34613003095975237
2025-01-01,2025-01,Paid Social,Centro,Supermarket,Mobile,44.4,13.38,1,39,26.923460542521696,0.02564102564102564,44.4,26.923460542521696,1.649119359299175,0.3013513513513514
2025-01-01,2025-01,Paid Social,Cuyo,Beauty,Mobile,58.19,13.7,1,39,26.923460542521696,0.02564102564102564,58.19,26.923460542521696,2.161312061207635,0.23543564186286303
2025-01-01,2025-01,Paid Social,Cuyo,Electronics,Desktop,124.42,49.94,1,39,26.923460542521696,0.02564102564102564,124.42,26.923460542521696,4.621248438828904,0.4013824144028291
2025-01-01,2025-01,Paid Social,Cuyo,Electronics,Mobile,256.21,67.39999999999999,2,78,53.84692108504339,0.02564102564102564,128.105,26.923460542521696,4.758117917185153,0.2630654541196675
2025-01-01,2025-01,Paid Social,Cuyo,Home & Deco,Mobile,53.76,13.48,1,39,26.923460542521696,0.02564102564102564,53.76,26.923460542521696,1.996771548556839,0.2507440476190476
2025-01-01,2025-01,Paid Social,NEA,Electronics,Mobile,211.43,76.11,1,39,26.923460542521696,0.02564102564102564,211.43,26.923460542521696,7.8530023904645185,0.3599772974506929
2025-01-01,2025-01,Paid Social,NEA,Home & Deco,Mobile,61.97,13.48,1,39,26.923460542521696,0.02564102564102564,61.97,26.923460542521696,2.301710060715538,0.21752460868162016
2025-01-01,2025-01,Paid Social,NEA,Sports,Mobile,62.38,23.2,1,39,26.923460542521696,0.02564102564102564,62.38,26.923460542521696,2.316938415159517,0.37191407502404616
2025-01-01,2025-01,Paid Social,NOA,Sports,Mobile,59.41,14.52,1,39,26.923460542521696,0.02564102564102564,59.41,26.923460542521696,2.20662570126045,0.2444032991078943
2025-01-01,2025-01,Paid Social,Patagonia,Supermarket,Desktop,22.53,8.59,1,39,26.923460542521696,0.02564102564102564,22.53,26.923460542521696,0.836816647860595,0.38126941855304036
2025-01-01,2025-01,Referral,Buenos Aires,Electronics,Mobile,142.23,55.11,1,30,3.038194300141464,0.03333333333333333,142.23,3.038194300141464,46.8139907949197,0.3874709976798144
2025-01-01,2025-01,Referral,Buenos Aires,Fashion,Mobile,72.88,18.55,1,30,3.038194300141464,0.03333333333333333,72.88,3.038194300141464,23.987932567909354,0.2545279912184413
2025-01-01,2025-01,Referral,Buenos Aires,Home & Deco,Desktop,84.4,27.77,1,30,3.038194300141464,0.03333333333333333,84.4,3.038194300141464,27.779658462288005,0.3290284360189573
2025-01-01,2025-01,Referral,Buenos Aires,Home & Deco,Tablet,77.84,27.13,1,30,3.038194300141464,0.03333333333333333,77.84,3.038194300141464,25.62048121687794,0.34853545734840696
2025-01-01,2025-01,Referral,Buenos Aires,Sports,Mobile,89.54,25.7,1,30,3.038194300141464,0.03333333333333333,89.54,3.038194300141464,29.471452828356256,0.28702255974983243
2025-01-01,2025-01,Referral,Buenos Aires,Supermarket,Mobile,33.71,7.39,1,30,3.038194300141464,0.03333333333333333,33.71,3.038194300141464,11.095406241276406,0.2192227825571047
2025-01-01,2025-01,Referral,Buenos Aires,Supermarket,Tablet,24.36,8.77,1,30,3.038194300141464,0.03333333333333333,24.36,3.038194300141464,8.017920380821513,0.3600164203612479
2025-01-01,2025-01,Referral,Centro,Electronics,Mobile,211.06,48.09,2,60,6.076388600282928,0.03333333333333333,105.53,3.038194300141464,34.734447364043284,0.22784990050222687
2025-01-01,2025-01,Referral,Centro,Supermarket,Mobile,34.84,13.34,1,30,3.038194300141464,0.03333333333333333,34.84,3.038194300141464,11.4673376875132,0.3828932261768082
2025-01-01,2025-01,Referral,Cuyo,Home & Deco,Mobile,69.0,16.23,1,30,3.038194300141464,0.03333333333333333,69.0,3.038194300141464,22.71085822153877,0.23521739130434782
2025-01-01,2025-01,Referral,Cuyo,Sports,Desktop,34.54,10.2,1,30,3.038194300141464,0.03333333333333333,34.54,3.038194300141464,11.368594825680422,0.2953097857556456
2025-01-01,2025-01,Referral,Cuyo,Sports,Mobile,62.99,18.77,1,30,3.038194300141464,0.03333333333333333,62.99,3.038194300141464,20.732709556155466,0.29798380695348464
2025-01-01,2025-01,Referral,NEA,Electronics,Mobile,94.6,26.56,1,30,3.038194300141464,0.03333333333333333,94.6,3.038194300141464,31.136915764602428,0.28076109936575055
2025-01-01,2025-01,Referral,Patagonia,Beauty,Mobile,86.05,28.310000000000002,2,60,6.076388600282928,0.03333333333333333,43.025,3.038194300141464,14.161372101184138,0.32899477048227777
2025-01-02,2025-01,Direct,Buenos Aires,Beauty,Mobile,54.66,16.54,1,25,0.0,0.04,54.66,0.0,,0.3025978777899744
2025-01-02,2025-01,Direct,Buenos Aires,Beauty,Tablet,37.71,7.0,1,25,0.0,0.04,37.71,0.0,,0.18562715460090162
2025-01-02,2025-01,Direct,Buenos Aires,Electronics,Mobile,128.52,39.51,1,25,0.0,0.04,128.52,0.0,,0.30742296918767503
