event_id,event_timestamp,event_date,user_id,session_id,event_type,product_id,category,quantity,revenue,order_id,country,device_type,traffic_source
evt_00000018,2026-04-03T15:08:14,2026-04-03,user_02466,user_02466_sess_0226,page_view,product_0200,Fashion,2,0.0,,Chile,tablet,organic
evt_00000019,2026-01-03T09:55:58,2026-01-03,user_00109,user_00109_sess_0206,page_view,product_0269,Toys,1,0.0,,Brazil,desktop,social
evt_00000020,2026-04-28T12:52:07,2026-04-28,user_02299,user_02299_sess_0234,checkout,product_0134,Sports,1,0.0,,Argentina,tablet,social
evt_00000021,2026-03-12T23:10:08,2026-03-12,user_00815,user_00815_sess_0065,page_view,product_0099,Books,2,0.0,,Colombia,mobile,paid_search
evt_00000022,2026-04-23T22:47:44,2026-04-23,user_02233,user_02233_sess_0194,page_view,product_0235,Beauty,2,0.0,,Mexico,mobile,social
evt_00000023,2026-01-11T21:14:09,2026-01-11,user_01719,user_01719_sess_0275,page_view,product_0304,Books,2,0.0,,Argentina,desktop,paid_search
evt_00000024,2026-03-27T17:22:01,2026-03-27,user_00903,user_00903_sess_0579,page_view,product_0400,Electronics,1,0.0,,Mexico,mobile,paid_search
evt_00000025,2026-04-03T06:17:10,2026-04-03,user_01840,user_01840_sess_0320,page_view,product_0149,Electronics,2,0.0,,Brazil,mobile,email
evt_00000026,2026-03-02T21:07:28,2026-03-02,user_02414,user_02414_sess_0019,page_view,product_0280,Home,1,0.0,,Uruguay,mobile,email
evt_00000027,2026-03-17T09:12:11,2026-03-17,user_01140,user_01140_sess_0453,add_to_cart,product_0379,Home,1,0.0,,Argentina,mobile,organic
evt_00000028,2026-03-24T02:08:35,2026-03-24,user_00027,user_00027_sess_0114,checkout,product_0127,Home,3,0.0,,Colombia,desktop,paid_search
evt_00000029,2026-03-16T14:41:46,2026-03-16,user_00654,user_00654_sess_0206,search,product_0036,Sports,1,0.0,,Argentina,tablet,email
evt_00000030,2026-03-22T10:07:00,2026-03-22,user_01732,user_01732_sess_0324,page_view,product_0088,Electronics,2,0.0,,Brazil,desktop,direct
evt_00000031,2026-04-25T12:03:04,2026-04-25,user_01394,user_01394_sess_0204,add_to_cart,product_0314,Toys,2,0.0,,Chile,mobile,direct
evt_00000032,2026-01-16T08:56:52,2026-01-16,user_01139,user_01139_sess_0302,page_view,product_0339,Beauty,1,0.0,,Colombia,mobile,email
evt_00000033,2026-01-04T15:12:19,2026-01-04,user_00637,user_00637_sess_0072,checkout,product_0073,Electronics,1,0.0,,Uruguay,mobile,paid_search
evt_00000034,2026-03-06T22:19:58,2026-03-06,user_00882,user_00882_sess_0357,page_view,product_0135,Toys,1,0.0,,Mexico,mobile,paid_search
evt_00000035,2026-01-24T13:25:57,2026-01-24,user_01379,user_01379_sess_0348,purchase,product_0107,Books,1,212.24,order_000001,Uruguay,desktop,organic
evt_00000036,2026-04-02T10:18:27,2026-04-02,user_00419,user_00419_sess_0253,page_view,product_0214,Toys,1,0.0,,Uruguay,mobile,paid_search
evt_00000037,2026-03-03T13:05:37,2026-03-03,user_00380,user_00380_sess_0434,page_view,product_0170,Books,2,0.0,,Argentina,mobile,direct
evt_00000038,2026-01-06T16:38:55,2026-01-06,user_01557,user_01557_sess_0070,page_view,product_0277,Electronics,2,0.0,,Uruguay,desktop,direct
evt_00000039,2026-03-30T01:31:12,2026-03-30,user_00397,user_00397_sess_0160,page_view,product_0028,Home,1,0.0,,Uruguay,mobile,paid_search
evt_00000040,2026-01-07T14:38:53,2026-01-07,user_01471,user_01471_sess_0036,purchase,product_0223,Books,1,38.73,order_000002,Uruguay,mobile,email
evt_00000041,2026-04-06T19:35:32,2026-04-06,user_01409,user_01409_sess_0360,add_to_cart,product_0163,Grocery,1,0.0,,Argentina,mobile,social
evt_00000042,2026-04-03T04:52:31,2026-04-03,user_02473,user_02473_sess_0129,purchase,product_0307,Beauty,3,1077.05,order_000003,Argentina,mobile,direct
evt_00000043,2026-02-15T20:25:39,2026-02-15,user_01084,user_01084_sess_0008,add_to_cart,product_0040,Fashion,1,0.0,,Mexico,mobile,paid_search
evt_00000044,2026-01-19T01:31:48,2026-01-19,user_00178,user_00178_sess_0447,search,product_0344,Home,3,0.0,,Brazil,mobile,organic
evt_00000045,2026-01-11T12:14:05,2026-01-11,user_01882,user_01882_sess_0103,add_to_cart,product_0222,Fashion,1,0.0,,Brazil,mobile,social
evt_00000046,2026-03-30T03:15:56,2026-03-30,user_02197,user_02197_sess_0509,page_view,product_0167,Grocery,1,0.0,,Argentina,mobile,email
evt_00000047,2026-02-24T02:13:58,2026-02-24,user_00512,user_00512_sess_0512,search,product_0319,Toys,1,0.0,,Mexico,mobile,social
evt_00000048,2026-01-11T11:21:40,2026-01-11,user_01551,user_01551_sess_0177,search,product_0209,Books,3,0.0,,Brazil,mobile,email
evt_00000049,2026-04-10T12:19:29,2026-04-10,user_00323,user_00323_sess_0589,purchase,product_0217,Beauty,1,117.07,order_000004,Uruguay,mobile,organic
evt_00000050,2026-01-14T10:01:33,2026-01-14,user_02262,user_02262_sess_0277,search,product_0123,Home,1,0.0,,Argentina,mobile,paid_search
evt_00000051,2026-01-28T18:55:15,2026-01-28,user_01201,user_01201_sess_0239,add_to_cart,product_0229,Electronics,1,0.0,,Uruguay,mobile,email
evt_00000052,2026-02-03T13:07:54,2026-02-03,user_01482,user_01482_sess_0352,page_view,product_0036,Sports,1,0.0,,Argentina,tablet,email
evt_00000053,2026-02-14T12:37:38,2026-02-14,user_02365,user_02365_sess_0107,page_view,product_0392,Fashion,1,0.0,,Argentina,desktop,paid_search
evt_00000054,2026-04-24T19:38:22,2026-04-24,user_00788,user_00788_sess_0454,search,product_0399,Grocery,1,0.0,,Argentina,mobile,email
evt_00000055,2026-02-05T08:54:05,2026-02-05,user_00285,user_00285_sess_0316,add_to_cart,product_0329,Grocery,3,0.0,,Brazil,desktop,direct
evt_00000056,2026-03-12T09:04:46,2026-03-12,user_00188,user_00188_sess_0183,page_view,product_0377,Beauty,1,0.0,,Uruguay,mobile,social
evt_00000057,2026-01-02T18:50:18,2026-01-02,user_00934,user_00934_sess_0328,search,product_0064,Electronics,3,0.0,,Mexico,mobile,direct
evt_00000058,2026-02-21T20:53:46,2026-02-21,user_01186,user_01186_sess_0037,page_view,product_0051,Toys,1,0.0,,Argentina,mobile,social
evt_00000059,2026-04-26T20:16:54,2026-04-26,user_00327,user_00327_sess_0516,checkout,product_0073,Electronics,1,0.0,,Argentina,desktop,direct
evt_00000060,2026-02-14T16:48:49,2026-02-14,user_00954,user_00954_sess_0428,search,product_0037,Beauty,2,0.0,,Argentina,mobile,direct
evt_00000061,2026-04-21T00:14:10,2026-04-21,user_00414,user_00414_sess_0505,add_to_cart,product_0174,Beauty,3,0.0,,Brazil,mobile,social
evt_00000062,2026-03-22T05:50:12,2026-03-22,user_01557,user_01557_sess_0096,add_to_cart,product_0232,Beauty,1,0.0,,Uruguay,desktop,social
evt_00000063,2026-03-03T05:17:27,2026-03-03,user_01139,user_01139_sess_0430,purchase,product_0168,Toys,1,292.32,order_000005,Uruguay,tablet,paid_search
evt_00000064,2026-04-22T01:30:59,2026-04-22,user_01858,user_01858_sess_0532,page_view,product_0357,Home,2,0.0,,Uruguay,mobile,organic
evt_00000065,2026-03-23T08:11:09,2026-03-23,user_01495,user_01495_sess_0267,add_to_cart,product_0020,Fashion,1,0.0,,Mexico,desktop,paid_search
evt_00000066,2026-04-13T14:28:24,2026-04-13,user_00667,user_00667_sess_0379,page_view,product_0328,Toys,2,0.0,,Brazil,mobile,paid_search
evt_00000067,2026-02-14T09:22:21,2026-02-14,user_01517,user_01517_sess_0150,add_to_cart,product_0281,Beauty,2,0.0,,Uruguay,tablet,organic
evt_00000068,2026-01-04T01:12:45,2026-01-04,user_01456,user_01456_sess_0566,page_view,product_0379,Home,1,0.0,,Argentina,mobile,organic
evt_00000069,2026-01-09T21:55:27,2026-01-09,user_00859,user_00859_sess_0488,purchase,product_0025,Beauty,3,280.09,order_000006,Argentina,mobile,organic
evt_00000070,2026-03-25T09:24:21,2026-03-25,user_01094,user_01094_sess_0573,page_view,product_0065,Toys,3,0.0,,Brazil,mobile,direct
evt_00000071,2026-01-03T23:52:33,2026-01-03,user_00293,user_00293_sess_0403,page_view,product_0100,Sports,1,0.0,,Argentina,desktop,organic
evt_00000072,2026-04-01T23:52:24,2026-04-01,user_02496,user_02496_sess_0106,search,product_0120,Sports,1,0.0,,Brazil,desktop,organic
evt_00000073,2026-02-06T16:13:25,2026-02-06,user_00701,user_00701_sess_0308,search,product_0143,Beauty,1,0.0,,Brazil,tablet,paid_search
evt_00000074,2026-03-29T12:43:45,2026-03-29,user_02188,user_02188_sess_0445,purchase,product_0100,Sports,1,31.84,order_000007,Uruguay,mobile,paid_search
evt_00000075,2026-04-11T05:35:45,2026-04-11,user_01003,user_01003_sess_0402,search,product_0243,Beauty,1,0.0,,Brazil,desktop,direct
evt_00000076,2026-01-15T10:39:53,2026-01-15,user_00670,user_00670_sess_0211,add_to_cart,product_0081,Toys,2,0.0,,Brazil,mobile,organic
evt_00000077,2026-04-03T04:19:10,2026-04-03,user_01894,user_01894_sess_0360,add_to_cart,product_0259,Grocery,3,0.0,,Argentina,mobile,social
evt_00000078,2026-01-16T08:51:09,2026-01-16,user_01555,user_01555_sess_0564,checkout,product_0207,Grocery,2,0.0,,Uruguay,desktop,email
evt_00000079,2026-01-03T08:52:03,2026-01-03,user_01106,user_01106_sess_0144,page_view,product_0107,Books,1,0.0,,Colombia,desktop,paid_search
evt_00000080,2026-04-06T20:07:35,2026-04-06,user_02282,user_02282_sess_0009,purchase,product_0331,Electronics,3,866.56,order_000008,Chile,mobile,organic
evt_00000081,2026-02-10T22:25:17,2026-02-10,user_00900,user_00900_sess_0242,search,product_0323,Beauty,1,0.0,,Colombia,tablet,social
evt_00000082,2026-02-14T04:25:34,2026-02-14,user_01329,user_01329_sess_0461,checkout,product_0061,Fashion,1,0.0,,Argentina,mobile,organic
evt_00000083,2026-02-03T20:24:24,2026-02-03,user_00230,user_00230_sess_0231,search,product_0338,Fashion,1,0.0,,Brazil,mobile,direct
evt_00000084,2026-01-27T22:40:19,2026-01-27,user_00939,user_00939_sess_0213,page_view,product_0110,Toys,2,0.0,,Uruguay,mobile,paid_search
evt_00000085,2026-01-08T06:08:32,2026-01-08,user_00132,user_00132_sess_0333,page_view,product_0125,Sports,1,0.0,,Colombia,desktop,organic
evt_00000086,2026-04-18T02:27:28,2026-04-18,user_01293,user_01293_sess_0325,page_view,product_0140,Electronics,1,0.0,,Chile,desktop,paid_search
evt_00000087,2026-04-24T06:59:49,2026-04-24,user_01644,user_01644_sess_0359,page_view,product_0300,Grocery,1,0.0,,Mexico,mobile,paid_search
evt_00000088,2026-04-21T01:05:08,2026-04-21,user_01097,user_01097_sess_0556,page_view,product_0257,Toys,1,0.0,,Uruguay,mobile,paid_search
evt_00000089,2026-04-05T01:17:04,2026-04-05,user_00272,user_00272_sess_0459,checkout,product_0091,Grocery,1,0.0,,Colombia,mobile,organic
evt_00000090,2026-03-16T20:29:18,2026-03-16,user_00865,user_00865_sess_0417,page_view,product_0208,Beauty,1,0.0,,Uruguay,mobile,paid_search
evt_00000091,2026-03-24T10:52:10,2026-03-24,user_02324,user_02324_sess_0156,page_view,product_0094,Books,2,0.0,,Colombia,tablet,social
evt_00000092,2026-04-12T17:03:43,2026-04-12,user_01289,user_01289_sess_0465,page_view,product_0049,Books,1,0.0,,Colombia,mobile,paid_search
evt_00000093,2026-04-29T12:39:42,2026-04-29,user_00871,user_00871_sess_0263,page_view,product_0185,Electronics,1,0.0,,Chile,desktop,organic
evt_00000094,2026-02-07T19:32:20,2026-02-07,user_02045,user_02045_sess_0246,checkout,product_0037,Beauty,3,0.0,,Mexico,mobile,organic
evt_00000095,2026-02-05T12:35:47,2026-02-05,user_01621,user_01621_sess_0100,add_to_cart,product_0229,Electronics,1,0.0,,Chile,desktop,organic
evt_00000096,2026-04-24T10:20:05,2026-04-24,user_01880,user_01880_sess_0116,page_view,product_0386,Grocery,1,0.0,,Argentina,mobile,organic
evt_00000097,2026-04-18T11:15:06,2026-04-18,user_00586,user_00586_sess_0320,checkout,product_0289,Electronics,2,0.0,,Colombia,mobile,paid_search
evt_00000098,2026-02-02T17:22:59,2026-02-02,user_01085,user_01085_sess_0393,page_view,product_0157,Toys,2,0.0,,Brazil,desktop,social
evt_00000099,2026-02-27T21:39:48,2026-02-27,user_00572,user_00572_sess_0031,search,product_0090,Home,1,0.0,,Argentina,mobile,direct
evt_00000100,2026-04-28T04:48:30,2026-04-28,user_01011,user_01011_sess_0075,add_to_cart,product_0395,Fashion,1,0.0,,Mexico,desktop,direct
evt_00000101,2026-04-22T15:37:14,2026-04-22,user_02300,user_02300_sess_0058,page_view,product_0251,Books,1,0.0,,Mexico,mobile,direct
evt_00000102,2026-03-11T02:38:53,2026-03-11,user_02208,user_02208_sess_0438,checkout,product_0364,Home,3,0.0,,Colombia,desktop,social
evt_00000103,2026-04-01T14:54:30,2026-04-01,user_01077,user_01077_sess_0318,page_view,product_0200,Fashion,1,0.0,,Argentina,mobile,paid_search
evt_00000104,2026-03-21T15:43:40,2026-03-21,user_02395,user_02395_sess_0010,page_view,product_0141,Grocery,1,0.0,,Chile,mobile,social
evt_00000105,2026-03-17T11:48:18,2026-03-17,user_01755,user_01755_sess_0207,search,product_0324,Home,1,0.0,,Colombia,mobile,organic
evt_00000106,2026-03-10T23:36:52,2026-03-10,user_02391,user_02391_sess_0370,page_view,product_0099,Books,1,0.0,,Uruguay,desktop,paid_search
evt_00000107,2026-03-23T03:09:35,2026-03-23,user_01636,user_01636_sess_0576,page_view,product_0224,Beauty,1,0.0,,Brazil,desktop,paid_search
evt_00000108,2026-03-01T05:53:07,2026-03-01,user_01483,user_01483_sess_0419,search,product_0042,Toys,2,0.0,,Uruguay,desktop,email
evt_00000109,2026-01-07T22:44:12,2026-01-07,user_00899,user_00899_sess_0093,page_view,product_0307,Beauty,2,0.0,,Argentina,mobile,paid_search
evt_00000110,2026-03-17T04:58:53,2026-03-17,user_00567,user_00567_sess_0395,search,product_0231,Books,1,0.0,,Chile,mobile,social
evt_00000111,2026-02-16T07:57:44,2026-02-16,user_02088,user_02088_sess_0136,page_view,product_0017,Beauty,1,0.0,,Colombia,mobile,organic
evt_00000112,2026-03-15T23:33:55,2026-03-15,user_02022,user_02022_sess_0239,search,product_0268,Grocery,2,0.0,,Mexico,tablet,social
evt_00000113,2026-02-15T13:27:42,2026-02-15,user_00373,user_00373_sess_0275,checkout,product_0277,Electronics,1,0.0,,Brazil,mobile,social
evt_00000114,2026-02-02T17:30:46,2026-02-02,user_00193,user_00193_sess_0460,search,product_0226,Home,1,0.0,,Mexico,mobile,organic
evt_00000115,2026-01-26T13:55:58,2026-01-26,user_00450,user_00450_sess_0310,search,product_0295,Home,2,0.0,,Mexico,mobile,email
evt_00000116,2026-01-14T19:13:21,2026-01-14,user_00627,user_00627_sess_0039,page_view,product_0348,Beauty,1,0.0,,Colombia,mobile,social
evt_00000117,2026-04-08T04:41:24,2026-04-08,user_00656,user_00656_sess_0387,add_to_cart,product_0355,Grocery,2,0.0,,Uruguay,desktop,social
evt_00000118,2026-03-29T15:09:53,2026-03-29,user_01730,user_01730_sess_0074,search,product_0302,Electronics,1,0.0,,Brazil,mobile,organic
evt_00000119,2026-04-10T10:41:48,2026-04-10,user_02443,user_02443_sess_0170,add_to_cart,product_0399,Grocery,1,0.0,,Chile,mobile,social
evt_00000120,2026-04-15T10:30:42,2026-04-15,user_00261,user_00261_sess_0373,page_view,product_0352,Electronics,2,0.0,,Chile,desktop,direct
evt_00000121,2026-02-07T15:28:25,2026-02-07,user_01577,user_01577_sess_0527,add_to_cart,product_0236,Beauty,2,0.0,,Mexico,mobile,direct
evt_00000122,2026-03-14T23:22:04,2026-03-14,user_01564,user_01564_sess_0595,page_view,product_0178,Fashion,2,0.0,,Mexico,mobile,organic
evt_00000123,2026-02-22T17:06:29,2026-02-22,user_02441,user_02441_sess_0196,page_view,product_0217,Beauty,1,0.0,,Colombia,desktop,paid_search
evt_00000124,2026-04-19T04:49:55,2026-04-19,user_01918,user_01918_sess_0043,page_view,product_0148,Fashion,1,0.0,,Brazil,desktop,organic
evt_00000125,2026-02-17T13:31:06,2026-02-17,user_02168,user_02168_sess_0394,page_view,product_0223,Books,1,0.0,,Brazil,desktop,social
evt_00000126,2026-04-22T11:28:18,2026-04-22,user_01030,user_01030_sess_0372,checkout,product_0226,Home,1,0.0,,Colombia,mobile,organic
evt_00000127,2026-01-27T10:04:19,2026-01-27,user_02267,user_02267_sess_0295,search,product_0376,Beauty,1,0.0,,Argentina,desktop,paid_search
evt_00000128,2026-02-18T00:26:44,2026-02-18,user_00048,user_00048_sess_0376,page_view,product_0299,Sports,3,0.0,,Brazil,desktop,organic
evt_00000129,2026-02-17T14:24:34,2026-02-17,user_00470,user_00470_sess_0104,page_view,product_0224,Beauty,3,0.0,,Mexico,mobile,social
evt_00000130,2026-01-21T16:55:56,2026-01-21,user_02200,user_02200_sess_0565,page_view,product_0253,Beauty,1,0.0,,Uruguay,mobile,organic
evt_00000131,2026-01-20T18:45:14,2026-01-20,user_01093,user_01093_sess_0380,search,product_0169,Toys,2,0.0,,Chile,mobile,social
evt_00000132,2026-01-11T02:26:46,2026-01-11,user_01394,user_01394_sess_0447,page_view,product_0355,Grocery,2,0.0,,Brazil,mobile,paid_search
evt_00000133,2026-04-23T20:17:05,2026-04-23,user_00457,user_00457_sess_0413,page_view,product_0106,Home,1,0.0,,Colombia,tablet,paid_search
evt_00000134,2026-01-02T10:01:58,2026-01-02,user_01203,user_01203_sess_0257,add_to_cart,product_0106,Home,1,0.0,,Brazil,mobile,paid_search
evt_00000135,2026-04-01T19:18:37,2026-04-01,user_01781,user_01781_sess_0178,page_view,product_0365,Toys,1,0.0,,Mexico,desktop,organic
evt_00000136,2026-04-08T17:35:56,2026-04-08,user_00648,user_00648_sess_0598,add_to_cart,product_0119,Grocery,2,0.0,,Colombia,mobile,direct
evt_00000137,2026-02-11T00:15:12,2026-02-11,user_01859,user_01859_sess_0599,checkout,product_0157,Toys,1,0.0,,Brazil,desktop,social
evt_00000138,2026-02-09T00:01:48,2026-02-09,user_00014,user_00014_sess_0476,search,product_0207,Grocery,1,0.0,,Colombia,mobile,paid_search
evt_00000139,2026-02-13T01:08:16,2026-02-13,user_01079,user_01079_sess_0337,search,product_0054,Beauty,2,0.0,,Uruguay,mobile,direct
evt_00000140,2026-03-29T05:20:41,2026-03-29,user_02051,user_02051_sess_0334,page_view,product_0240,Grocery,2,0.0,,Colombia,desktop,organic
evt_00000141,2026-01-06T18:19:47,2026-01-06,user_00732,user_00732_sess_0021,page_view,product_0015,Grocery,1,0.0,,Uruguay,mobile,organic
evt_00000142,2026-04-27T05:16:47,2026-04-27,user_02080,user_02080_sess_0163,search,product_0360,Fashion,1,0.0,,Chile,mobile,direct
evt_00000143,2026-03-11T09:58:35,2026-03-11,user_00436,user_00436_sess_0412,page_view,product_0135,Toys,1,0.0,,Uruguay,desktop,direct
evt_00000144,2026-01-22T11:06:30,2026-01-22,user_01223,user_01223_sess_0479,page_view,product_0344,Home,3,0.0,,Brazil,desktop,organic
evt_00000145,2026-01-28T09:22:14,2026-01-28,user_02080,user_02080_sess_0022,add_to_cart,product_0287,Electronics,3,0.0,,Uruguay,mobile,email
evt_00000146,2026-04-23T14:09:02,2026-04-23,user_02495,user_02495_sess_0539,search,product_0157,Toys,2,0.0,,Colombia,mobile,social
evt_00000147,2026-04-27T06:47:44,2026-04-27,user_00815,user_00815_sess_0085,page_view,product_0319,Toys,2,0.0,,Colombia,mobile,paid_search
evt_00000148,2026-04-21T03:37:49,2026-04-21,user_00627,user_00627_sess_0261,add_to_cart,product_0077,Beauty,1,0.0,,Brazil,mobile,direct
evt_00000149,2026-02-03T05:14:39,2026-02-03,user_01532,user_01532_sess_0082,search,product_0053,Fashion,1,0.0,,Brazil,desktop,social
evt_00000150,2026-01-03T12:35:40,2026-01-03,user_00662,user_00662_sess_0113,add_to_cart,product_0204,Electronics,3,0.0,,Mexico,mobile,direct
evt_00000151,2026-03-08T01:57:16,2026-03-08,user_02210,user_02210_sess_0119,checkout,product_0178,Fashion,2,0.0,,Colombia,mobile,organic
evt_00000152,2026-02-06T10:27:45,2026-02-06,user_02173,user_02173_sess_0136,checkout,product_0076,Home,1,0.0,,Chile,mobile,email
evt_00000153,2026-02-24T09:58:00,2026-02-24,user_00003,user_00003_sess_0204,page_view,product_0147,Fashion,2,0.0,,Argentina,tablet,organic
evt_00000154,2026-01-25T16:54:40,2026-01-25,user_02454,user_02454_sess_0586,purchase,product_0001,Toys,1,214.39,order_000009,Brazil,mobile,social
evt_00000155,2026-01-29T07:19:35,2026-01-29,user_01328,user_01328_sess_0007,page_view,product_0306,Sports,1,0.0,,Mexico,desktop,social
evt_00000156,2026-02-07T18:13:35,2026-02-07,user_02002,user_02002_sess_0077,page_view,product_0154,Fashion,2,0.0,,Brazil,mobile,organic
evt_00000157,2026-03-28T22:00:53,2026-03-28,user_00080,user_00080_sess_0166,checkout,product_0220,Toys,1,0.0,,Uruguay,mobile,social
evt_00000158,2026-03-24T10:02:58,2026-03-24,user_00459,user_00459_sess_0286,page_view,product_0044,Grocery,3,0.0,,Brazil,mobile,social
evt_00000159,2026-03-16T20:15:25,2026-03-16,user_01487,user_01487_sess_0220,purchase,product_0396,Beauty,1,164.52,order_000010,Brazil,desktop,direct
evt_00000160,2026-01-26T09:26:44,2026-01-26,user_01260,user_01260_sess_0221,page_view,product_0058,Electronics,1,0.0,,Colombia,mobile,social
evt_00000161,2026-04-28T20:16:04,2026-04-28,user_00981,user_00981_sess_0390,page_view,product_0019,Grocery,3,0.0,,Uruguay,mobile,social
evt_00000162,2026-02-10T14:41:13,2026-02-10,user_00238,user_00238_sess_0004,page_view,product_0118,Books,3,0.0,,Colombia,desktop,organic
evt_00000163,2026-04-22T04:01:02,2026-04-22,user_00987,user_00987_sess_0409,checkout,product_0326,Books,1,0.0,,Chile,desktop,organic
evt_00000164,2026-04-03T20:55:06,2026-04-03,user_02324,user_02324_sess_0361,page_view,product_0326,Books,1,0.0,,Colombia,mobile,direct
evt_00000165,2026-03-07T21:12:56,2026-03-07,user_00323,user_00323_sess_0123,add_to_cart,product_0192,Fashion,2,0.0,,Colombia,mobile,paid_search
evt_00000166,2026-04-27T01:24:01,2026-04-27,user_00351,user_00351_sess_0217,page_view,product_0040,Fashion,2,0.0,,Argentina,desktop,organic
evt_00000167,2026-03-15T01:43:42,2026-03-15,user_01991,user_01991_sess_0499,page_view,product_0212,Toys,2,0.0,,Argentina,mobile,email
evt_00000168,2026-01-27T04:39:06,2026-01-27,user_00284,user_00284_sess_0527,search,product_0156,Home,1,0.0,,Uruguay,mobile,email
evt_00000169,2026-01-18T13:37:28,2026-01-18,user_02182,user_02182_sess_0108,search,product_0188,Toys,3,0.0,,Argentina,mobile,direct
evt_00000170,2026-03-30T18:19:25,2026-03-30,user_00516,user_00516_sess_0347,checkout,product_0013,Fashion,2,0.0,,Mexico,mobile,paid_search
evt_00000171,2026-03-06T17:22:38,2026-03-06,user_00526,user_00526_sess_0014,page_view,product_0004,Toys,1,0.0,,Argentina,desktop,organic
evt_00000172,2026-02-01T07:35:25,2026-02-01,user_01947,user_01947_sess_0005,checkout,product_0163,Grocery,3,0.0,,Mexico,desktop,organic
evt_00000173,2026-04-09T05:18:43,2026-04-09,user_02252,user_02252_sess_0052,page_view,product_0117,Electronics,1,0.0,,Chile,mobile,organic
evt_00000174,2026-03-03T18:01:05,2026-03-03,user_00677,user_00677_sess_0364,page_view,product_0301,Electronics,1,0.0,,Brazil,mobile,paid_search
evt_00000175,2026-01-28T22:30:23,2026-01-28,user_01086,user_01086_sess_0172,search,product_0100,Sports,3,0.0,,Brazil,tablet,email
evt_00000176,2026-01-06T19:03:04,2026-01-06,user_02162,user_02162_sess_0039,add_to_cart,product_0092,Beauty,3,0.0,,Argentina,mobile,social
evt_00000177,2026-04-23T10:15:29,2026-04-23,user_02485,user_02485_sess_0372,search,product_0124,Toys,2,0.0,,Argentina,mobile,organic
evt_00000178,2026-03-28T12:29:52,2026-03-28,user_01734,user_01734_sess_0136,add_to_cart,product_0117,Electronics,2,0.0,,Mexico,mobile,social
evt_00000179,2026-02-01T05:00:56,2026-02-01,user_00868,user_00868_sess_0453,purchase,product_0356,Toys,3,490.1,order_000011,Brazil,mobile,paid_search
evt_00000180,2026-03-13T05:17:07,2026-03-13,user_02209,user_02209_sess_0028,add_to_cart,product_0122,Sports,2,0.0,,Chile,mobile,direct
evt_00000181,2026-03-10T03:57:32,2026-03-10,user_00824,user_00824_sess_0298,page_view,product_0234,Beauty,1,0.0,,Mexico,desktop,social
evt_00000182,2026-01-23T15:04:12,2026-01-23,user_01277,user_01277_sess_0321,page_view,product_0178,Fashion,3,0.0,,Mexico,mobile,social
evt_00000183,2026-01-19T21:35:00,2026-01-19,user_01635,user_01635_sess_0315,page_view,product_0181,Sports,2,0.0,,Argentina,desktop,direct
